"Town","FIPS","Year","Age Range","Measure Type","Variable","Value"
"Berlin","0900304300",2010,"18 years and over","Number","Drug Arrests",30
"Berlin","0900304300",2010,"18 years and over","Rate (per 10,000)","Drug Arrests",19.83
"Berlin","0900304300",2010,"18 years and over","Rate (per 10,000)","Margins of Error",0.94
"Berlin","0900304300",2011,"Total","Number","Drug Arrests",33
"Berlin","0900304300",2011,"Total","Rate (per 10,000)","Drug Arrests",16.76
"Berlin","0900304300",2011,"Total","Rate (per 10,000)","Margins of Error",0.03
"Berlin","0900304300",2011,"10 years and over","Number","Drug Arrests",33
"Berlin","0900304300",2011,"10 years and over","Rate (per 10,000)","Drug Arrests",18.72
"Berlin","0900304300",2011,"10 years and over","Rate (per 10,000)","Margins of Error",0.86
"Berlin","0900304300",2011,"10 to 17 years","Number","Drug Arrests",7
"Berlin","0900304300",2011,"10 to 17 years","Rate (per 10,000)","Drug Arrests",31.38
"Berlin","0900304300",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",4.46
"Berlin","0900304300",2011,"18 to 24 years","Number","Drug Arrests",16
"Berlin","0900304300",2011,"18 to 24 years","Rate (per 10,000)","Drug Arrests",125.79
"Berlin","0900304300",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",21.72
"Berlin","0900304300",2011,"18 years and over","Number","Drug Arrests",26
"Berlin","0900304300",2011,"18 years and over","Rate (per 10,000)","Drug Arrests",16.89
"Berlin","0900304300",2011,"18 years and over","Rate (per 10,000)","Margins of Error",0.82
"Berlin","0900304300",2012,"Total","Number","Drug Arrests",19
"Berlin","0900304300",2012,"Total","Rate (per 10,000)","Drug Arrests",9.51
"Berlin","0900304300",2012,"Total","Rate (per 10,000)","Margins of Error",0.01
"Berlin","0900304300",2012,"10 years and over","Number","Drug Arrests",19
"Berlin","0900304300",2012,"10 years and over","Rate (per 10,000)","Drug Arrests",10.65
"Berlin","0900304300",2012,"10 years and over","Rate (per 10,000)","Margins of Error",0.5
"Berlin","0900304300",2012,"10 to 17 years","Number","Drug Arrests",3
"Berlin","0900304300",2012,"10 to 17 years","Rate (per 10,000)","Drug Arrests",14.94
"Berlin","0900304300",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",2.2
"Berlin","0900304300",2012,"18 to 24 years","Number","Drug Arrests",6
"Berlin","0900304300",2012,"18 to 24 years","Rate (per 10,000)","Drug Arrests",43.13
"Berlin","0900304300",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",7.27
"Berlin","0900304300",2012,"18 years and over","Number","Drug Arrests",16
"Berlin","0900304300",2012,"18 years and over","Rate (per 10,000)","Drug Arrests",10.11
"Berlin","0900304300",2012,"18 years and over","Rate (per 10,000)","Margins of Error",0.5
"Berlin","0900304300",2013,"Total","Number","Drug Arrests",22
"Berlin","0900304300",2013,"Total","Rate (per 10,000)","Drug Arrests",10.9
"Berlin","0900304300",2013,"Total","Rate (per 10,000)","Margins of Error",0.02
"Berlin","0900304300",2013,"10 years and over","Number","Drug Arrests",22
"Berlin","0900304300",2013,"10 years and over","Rate (per 10,000)","Drug Arrests",12.34
"Berlin","0900304300",2013,"10 years and over","Rate (per 10,000)","Margins of Error",0.58
"Berlin","0900304300",2013,"10 to 17 years","Number","Drug Arrests",3
"Berlin","0900304300",2013,"10 to 17 years","Rate (per 10,000)","Drug Arrests",15.38
"Berlin","0900304300",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",2.18
"Berlin","0900304300",2013,"18 to 24 years","Number","Drug Arrests",10
"Berlin","0900304300",2013,"18 to 24 years","Rate (per 10,000)","Drug Arrests",70.72
"Berlin","0900304300",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",12.12
"Berlin","0900304300",2013,"18 years and over","Number","Drug Arrests",19
"Berlin","0900304300",2013,"18 years and over","Rate (per 10,000)","Drug Arrests",11.96
"Berlin","0900304300",2013,"18 years and over","Rate (per 10,000)","Margins of Error",0.6
"Berlin","0900304300",2014,"Total","Number","Drug Arrests",18
"Berlin","0900304300",2014,"Total","Rate (per 10,000)","Drug Arrests",8.84
"Berlin","0900304300",2014,"Total","Rate (per 10,000)","Margins of Error",0.01
"Berlin","0900304300",2014,"10 years and over","Number","Drug Arrests",18
"Berlin","0900304300",2014,"10 years and over","Rate (per 10,000)","Drug Arrests",9.9
"Berlin","0900304300",2014,"10 years and over","Rate (per 10,000)","Margins of Error",0.46
"Berlin","0900304300",2014,"10 to 17 years","Number","Drug Arrests",2
"Berlin","0900304300",2014,"10 to 17 years","Rate (per 10,000)","Drug Arrests",9.29
"Berlin","0900304300",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",1.34
"Berlin","0900304300",2014,"18 to 24 years","Number","Drug Arrests",5
"Berlin","0900304300",2014,"18 to 24 years","Rate (per 10,000)","Drug Arrests",40.68
"Berlin","0900304300",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",7.71
"Berlin","0900304300",2014,"18 years and over","Number","Drug Arrests",16
"Berlin","0900304300",2014,"18 years and over","Rate (per 10,000)","Drug Arrests",9.98
"Berlin","0900304300",2014,"18 years and over","Rate (per 10,000)","Margins of Error",0.49
"Berlin","0900304300",2015,"Total","Number","Drug Arrests",24
"Berlin","0900304300",2015,"Total","Rate (per 10,000)","Drug Arrests",11.72
"Berlin","0900304300",2015,"Total","Rate (per 10,000)","Margins of Error",0.02
"Berlin","0900304300",2015,"10 years and over","Number","Drug Arrests",24
"Berlin","0900304300",2015,"10 years and over","Rate (per 10,000)","Drug Arrests",13.05
"Berlin","0900304300",2015,"10 years and over","Rate (per 10,000)","Margins of Error",0.64
"Berlin","0900304300",2015,"10 to 17 years","Number","Drug Arrests",3
"Berlin","0900304300",2015,"10 to 17 years","Rate (per 10,000)","Drug Arrests",13.73
"Berlin","0900304300",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",2
"Berlin","0900304300",2015,"18 to 24 years","Number","Drug Arrests",13
"Berlin","0900304300",2015,"18 to 24 years","Rate (per 10,000)","Drug Arrests",101.48
"Berlin","0900304300",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",19.55
"Berlin","0900304300",2015,"18 years and over","Number","Drug Arrests",21
"Berlin","0900304300",2015,"18 years and over","Rate (per 10,000)","Drug Arrests",12.96
"Berlin","0900304300",2015,"18 years and over","Rate (per 10,000)","Margins of Error",0.67
"Bethany","0900904580",2010,"Total","Number","Drug Arrests",5
"Bethany","0900904580",2010,"Total","Rate (per 10,000)","Drug Arrests",9.15
"Bethany","0900904580",2010,"Total","Rate (per 10,000)","Margins of Error",0.06
"Bethany","0900904580",2010,"10 years and over","Number","Drug Arrests",5
"Bethany","0900904580",2010,"10 years and over","Rate (per 10,000)","Drug Arrests",10.42
"Bethany","0900904580",2010,"10 years and over","Rate (per 10,000)","Margins of Error",0.79
"Bethany","0900904580",2010,"10 to 17 years","Number","Drug Arrests",0
"Bethany","0900904580",2010,"10 to 17 years","Rate (per 10,000)","Drug Arrests",0
"Bethany","0900904580",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Bethany","0900904580",2010,"18 to 24 years","Number","Drug Arrests",1
"Bethany","0900904580",2010,"18 to 24 years","Rate (per 10,000)","Drug Arrests",28.33
"Bethany","0900904580",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",9.88
"Bethany","0900904580",2010,"18 years and over","Number","Drug Arrests",5
"Bethany","0900904580",2010,"18 years and over","Rate (per 10,000)","Drug Arrests",12.28
"Bethany","0900904580",2010,"18 years and over","Rate (per 10,000)","Margins of Error",1.01
"Bethany","0900904580",2011,"Total","Number","Drug Arrests",0
"Bethany","0900904580",2011,"Total","Rate (per 10,000)","Drug Arrests",0
"Bethany","0900904580",2011,"Total","Rate (per 10,000)","Margins of Error",0
"Bethany","0900904580",2011,"10 years and over","Number","Drug Arrests",0
"Bethany","0900904580",2011,"10 years and over","Rate (per 10,000)","Drug Arrests",0
"Bethany","0900904580",2011,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Bethany","0900904580",2011,"10 to 17 years","Number","Drug Arrests",0
"Bethany","0900904580",2011,"10 to 17 years","Rate (per 10,000)","Drug Arrests",0
"Bethany","0900904580",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Bethany","0900904580",2011,"18 to 24 years","Number","Drug Arrests",0
"Bethany","0900904580",2011,"18 to 24 years","Rate (per 10,000)","Drug Arrests",0
"Bethany","0900904580",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Bethany","0900904580",2011,"18 years and over","Number","Drug Arrests",0
"Bethany","0900904580",2011,"18 years and over","Rate (per 10,000)","Drug Arrests",0
"Bethany","0900904580",2011,"18 years and over","Rate (per 10,000)","Margins of Error",0
"Bethany","0900904580",2012,"Total","Number","Drug Arrests",1
"Bethany","0900904580",2012,"Total","Rate (per 10,000)","Drug Arrests",1.81
"Bethany","0900904580",2012,"Total","Rate (per 10,000)","Margins of Error",0.01
"Bethany","0900904580",2012,"10 years and over","Number","Drug Arrests",1
"Bethany","0900904580",2012,"10 years and over","Rate (per 10,000)","Drug Arrests",2.03
"Bethany","0900904580",2012,"10 years and over","Rate (per 10,000)","Margins of Error",0.15
"Bethany","0900904580",2012,"10 to 17 years","Number","Drug Arrests",0
"Bethany","0900904580",2012,"10 to 17 years","Rate (per 10,000)","Drug Arrests",0
"Bethany","0900904580",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Bethany","0900904580",2012,"18 to 24 years","Number","Drug Arrests",1
"Bethany","0900904580",2012,"18 to 24 years","Rate (per 10,000)","Drug Arrests",28.25
"Bethany","0900904580",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",8.95
"Bethany","0900904580",2012,"18 years and over","Number","Drug Arrests",1
"Bethany","0900904580",2012,"18 years and over","Rate (per 10,000)","Drug Arrests",2.48
"Bethany","0900904580",2012,"18 years and over","Rate (per 10,000)","Margins of Error",0.2
"Bethany","0900904580",2013,"Total","Number","Drug Arrests",1
"Bethany","0900904580",2013,"Total","Rate (per 10,000)","Drug Arrests",1.8
"Bethany","0900904580",2013,"Total","Rate (per 10,000)","Margins of Error",0.01
"Bethany","0900904580",2013,"10 years and over","Number","Drug Arrests",1
"Bethany","0900904580",2013,"10 years and over","Rate (per 10,000)","Drug Arrests",2.01
"Bethany","0900904580",2013,"10 years and over","Rate (per 10,000)","Margins of Error",0.15
"Bethany","0900904580",2013,"10 to 17 years","Number","Drug Arrests",0
"Bethany","0900904580",2013,"10 to 17 years","Rate (per 10,000)","Drug Arrests",0
"Bethany","0900904580",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Bethany","0900904580",2013,"18 to 24 years","Number","Drug Arrests",0
"Bethany","0900904580",2013,"18 to 24 years","Rate (per 10,000)","Drug Arrests",0
"Bethany","0900904580",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Bethany","0900904580",2013,"18 years and over","Number","Drug Arrests",1
"Bethany","0900904580",2013,"18 years and over","Rate (per 10,000)","Drug Arrests",2.42
"Bethany","0900904580",2013,"18 years and over","Rate (per 10,000)","Margins of Error",0.2
"Bethany","0900904580",2014,"Total","Number","Drug Arrests",4
"Bethany","0900904580",2014,"Total","Rate (per 10,000)","Drug Arrests",7.21
"Bethany","0900904580",2014,"Total","Rate (per 10,000)","Margins of Error",0.03
"Bethany","0900904580",2014,"10 years and over","Number","Drug Arrests",4
"Bethany","0900904580",2014,"10 years and over","Rate (per 10,000)","Drug Arrests",7.98
"Bethany","0900904580",2014,"10 years and over","Rate (per 10,000)","Margins of Error",0.61
"Bethany","0900904580",2014,"10 to 17 years","Number","Drug Arrests",0
"Bethany","0900904580",2014,"10 to 17 years","Rate (per 10,000)","Drug Arrests",0
"Bethany","0900904580",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Bethany","0900904580",2014,"18 to 24 years","Number","Drug Arrests",1
"Bethany","0900904580",2014,"18 to 24 years","Rate (per 10,000)","Drug Arrests",40.98
"Bethany","0900904580",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",16.96
"Bethany","0900904580",2014,"18 years and over","Number","Drug Arrests",4
"Bethany","0900904580",2014,"18 years and over","Rate (per 10,000)","Drug Arrests",9.48
"Bethany","0900904580",2014,"18 years and over","Rate (per 10,000)","Margins of Error",0.78
"Bethany","0900904580",2015,"Total","Number","Drug Arrests",0
"Bethany","0900904580",2015,"Total","Rate (per 10,000)","Drug Arrests",0
"Bethany","0900904580",2015,"Total","Rate (per 10,000)","Margins of Error",0
"Bethany","0900904580",2015,"10 years and over","Number","Drug Arrests",0
"Bethany","0900904580",2015,"10 years and over","Rate (per 10,000)","Drug Arrests",0
"Bethany","0900904580",2015,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Bethany","0900904580",2015,"10 to 17 years","Number","Drug Arrests",0
"Bethany","0900904580",2015,"10 to 17 years","Rate (per 10,000)","Drug Arrests",0
"Bethany","0900904580",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Bethany","0900904580",2015,"18 to 24 years","Number","Drug Arrests",0
"Bethany","0900904580",2015,"18 to 24 years","Rate (per 10,000)","Drug Arrests",0
"Bethany","0900904580",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Bethany","0900904580",2015,"18 years and over","Number","Drug Arrests",0
"Bethany","0900904580",2015,"18 years and over","Rate (per 10,000)","Drug Arrests",0
"Bethany","0900904580",2015,"18 years and over","Rate (per 10,000)","Margins of Error",0
"Bethel","0900104720",2010,"Total","Number","Drug Arrests",35
"Bethel","0900104720",2010,"Total","Rate (per 10,000)","Drug Arrests",19.05
"Bethel","0900104720",2010,"Total","Rate (per 10,000)","Margins of Error",0.03
"Bethel","0900104720",2010,"10 years and over","Number","Drug Arrests",35
"Bethel","0900104720",2010,"10 years and over","Rate (per 10,000)","Drug Arrests",21.97
"Bethel","0900104720",2010,"10 years and over","Rate (per 10,000)","Margins of Error",1.18
"Bethel","0900104720",2010,"10 to 17 years","Number","Drug Arrests",3
"Bethel","0900104720",2010,"10 to 17 years","Rate (per 10,000)","Drug Arrests",15.84
"Bethel","0900104720",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",2.21
"Bethel","0900104720",2010,"18 to 24 years","Number","Drug Arrests",21
"Bethel","0900104720",2010,"18 to 24 years","Rate (per 10,000)","Drug Arrests",168.4
"Bethel","0900104720",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",28.18
"Bethel","0900104720",2010,"18 years and over","Number","Drug Arrests",32
"Bethel","0900104720",2010,"18 years and over","Rate (per 10,000)","Drug Arrests",22.79
"Bethel","0900104720",2010,"18 years and over","Rate (per 10,000)","Margins of Error",1.33
"Bethel","0900104720",2011,"Total","Number","Drug Arrests",23
"Bethel","0900104720",2011,"Total","Rate (per 10,000)","Drug Arrests",12.44
"Bethel","0900104720",2011,"Total","Rate (per 10,000)","Margins of Error",0.03
"Bethel","0900104720",2011,"10 years and over","Number","Drug Arrests",23
"Bethel","0900104720",2011,"10 years and over","Rate (per 10,000)","Drug Arrests",14.28
"Bethel","0900104720",2011,"10 years and over","Rate (per 10,000)","Margins of Error",0.65
"Bethel","0900104720",2011,"10 to 17 years","Number","Drug Arrests",4
"Bethel","0900104720",2011,"10 to 17 years","Rate (per 10,000)","Drug Arrests",19.94
"Bethel","0900104720",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",2.79
"Bethel","0900104720",2011,"18 to 24 years","Number","Drug Arrests",7
"Bethel","0900104720",2011,"18 to 24 years","Rate (per 10,000)","Drug Arrests",50.25
"Bethel","0900104720",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",8.17
"Bethel","0900104720",2011,"18 years and over","Number","Drug Arrests",19
"Bethel","0900104720",2011,"18 years and over","Rate (per 10,000)","Drug Arrests",13.47
"Bethel","0900104720",2011,"18 years and over","Rate (per 10,000)","Margins of Error",0.65
"Bethel","0900104720",2012,"Total","Number","Drug Arrests",16
"Bethel","0900104720",2012,"Total","Rate (per 10,000)","Drug Arrests",8.55
"Bethel","0900104720",2012,"Total","Rate (per 10,000)","Margins of Error",0.01
"Bethel","0900104720",2012,"10 years and over","Number","Drug Arrests",16
"Bethel","0900104720",2012,"10 years and over","Rate (per 10,000)","Drug Arrests",9.77
"Bethel","0900104720",2012,"10 years and over","Rate (per 10,000)","Margins of Error",0.44
"Bethel","0900104720",2012,"10 to 17 years","Number","Drug Arrests",5
"Bethel","0900104720",2012,"10 to 17 years","Rate (per 10,000)","Drug Arrests",23.58
"Bethel","0900104720",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",2.94
"Bethel","0900104720",2012,"18 to 24 years","Number","Drug Arrests",3
"Bethel","0900104720",2012,"18 to 24 years","Rate (per 10,000)","Drug Arrests",20.85
"Bethel","0900104720",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",3.33
"Bethel","0900104720",2012,"18 years and over","Number","Drug Arrests",11
"Bethel","0900104720",2012,"18 years and over","Rate (per 10,000)","Drug Arrests",7.71
"Bethel","0900104720",2012,"18 years and over","Rate (per 10,000)","Margins of Error",0.37
"Bethel","0900104720",2013,"Total","Number","Drug Arrests",9
"Bethel","0900104720",2013,"Total","Rate (per 10,000)","Drug Arrests",4.77
"Bethel","0900104720",2013,"Total","Rate (per 10,000)","Margins of Error",0.01
"Bethel","0900104720",2013,"10 years and over","Number","Drug Arrests",9
"Bethel","0900104720",2013,"10 years and over","Rate (per 10,000)","Drug Arrests",5.42
"Bethel","0900104720",2013,"10 years and over","Rate (per 10,000)","Margins of Error",0.25
"Bethel","0900104720",2013,"10 to 17 years","Number","Drug Arrests",5
"Bethel","0900104720",2013,"10 to 17 years","Rate (per 10,000)","Drug Arrests",23.76
"Bethel","0900104720",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",2.89
"Bethel","0900104720",2013,"18 to 24 years","Number","Drug Arrests",2
"Bethel","0900104720",2013,"18 to 24 years","Rate (per 10,000)","Drug Arrests",12.72
"Bethel","0900104720",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",2.17
"Bethel","0900104720",2013,"18 years and over","Number","Drug Arrests",4
"Bethel","0900104720",2013,"18 years and over","Rate (per 10,000)","Drug Arrests",2.76
"Bethel","0900104720",2013,"18 years and over","Rate (per 10,000)","Margins of Error",0.14
"Bethel","0900104720",2014,"Total","Number","Drug Arrests",22
"Bethel","0900104720",2014,"Total","Rate (per 10,000)","Drug Arrests",11.53
"Bethel","0900104720",2014,"Total","Rate (per 10,000)","Margins of Error",0.01
"Bethel","0900104720",2014,"10 years and over","Number","Drug Arrests",22
"Bethel","0900104720",2014,"10 years and over","Rate (per 10,000)","Drug Arrests",12.91
"Bethel","0900104720",2014,"10 years and over","Rate (per 10,000)","Margins of Error",0.57
"Bethel","0900104720",2014,"10 to 17 years","Number","Drug Arrests",6
"Bethel","0900104720",2014,"10 to 17 years","Rate (per 10,000)","Drug Arrests",25.88
"Bethel","0900104720",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",3.07
"Bethel","0900104720",2014,"18 to 24 years","Number","Drug Arrests",9
"Bethel","0900104720",2014,"18 to 24 years","Rate (per 10,000)","Drug Arrests",53.7
"Bethel","0900104720",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",8.11
"Bethel","0900104720",2014,"18 years and over","Number","Drug Arrests",16
"Bethel","0900104720",2014,"18 years and over","Rate (per 10,000)","Drug Arrests",10.86
"Bethel","0900104720",2014,"18 years and over","Rate (per 10,000)","Margins of Error",0.51
"Bethel","0900104720",2015,"Total","Number","Drug Arrests",8
"Bethel","0900104720",2015,"Total","Rate (per 10,000)","Drug Arrests",4.16
"Bethel","0900104720",2015,"Total","Rate (per 10,000)","Margins of Error",0.01
"Bethel","0900104720",2015,"10 years and over","Number","Drug Arrests",8
"Bethel","0900104720",2015,"10 years and over","Rate (per 10,000)","Drug Arrests",4.63
"Bethel","0900104720",2015,"10 years and over","Rate (per 10,000)","Margins of Error",0.21
"Bethel","0900104720",2015,"10 to 17 years","Number","Drug Arrests",3
"Bethel","0900104720",2015,"10 to 17 years","Rate (per 10,000)","Drug Arrests",12.27
"Bethel","0900104720",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",1.32
"Bethel","0900104720",2015,"18 to 24 years","Number","Drug Arrests",4
"Bethel","0900104720",2015,"18 to 24 years","Rate (per 10,000)","Drug Arrests",26.68
"Bethel","0900104720",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",4.4
"Bethel","0900104720",2015,"18 years and over","Number","Drug Arrests",5
"Bethel","0900104720",2015,"18 years and over","Rate (per 10,000)","Drug Arrests",3.37
"Bethel","0900104720",2015,"18 years and over","Rate (per 10,000)","Margins of Error",0.16
"Bethlehem","0900504930",2010,"Total","Number","Drug Arrests",2
"Bethlehem","0900504930",2010,"Total","Rate (per 10,000)","Drug Arrests",5.56
"Bethlehem","0900504930",2010,"Total","Rate (per 10,000)","Margins of Error",0.03
"Bethlehem","0900504930",2010,"10 years and over","Number","Drug Arrests",2
"Bethlehem","0900504930",2010,"10 years and over","Rate (per 10,000)","Drug Arrests",6.24
"Bethlehem","0900504930",2010,"10 years and over","Rate (per 10,000)","Margins of Error",0.73
"Bethlehem","0900504930",2010,"10 to 17 years","Number","Drug Arrests",0
"Bethlehem","0900504930",2010,"10 to 17 years","Rate (per 10,000)","Drug Arrests",0
"Bethlehem","0900504930",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Bethlehem","0900504930",2010,"18 to 24 years","Number","Drug Arrests",2
"Bethlehem","0900504930",2010,"18 to 24 years","Rate (per 10,000)","Drug Arrests",129.87
"Bethlehem","0900504930",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",119.49
"Bethlehem","0900504930",2010,"18 years and over","Number","Drug Arrests",2
"Bethlehem","0900504930",2010,"18 years and over","Rate (per 10,000)","Drug Arrests",7.1
"Bethlehem","0900504930",2010,"18 years and over","Rate (per 10,000)","Margins of Error",0.91
"Bethlehem","0900504930",2011,"Total","Number","Drug Arrests",7
"Bethlehem","0900504930",2011,"Total","Rate (per 10,000)","Drug Arrests",19.47
"Bethlehem","0900504930",2011,"Total","Rate (per 10,000)","Margins of Error",0.09
"Bethlehem","0900504930",2011,"10 years and over","Number","Drug Arrests",7
"Bethlehem","0900504930",2011,"10 years and over","Rate (per 10,000)","Drug Arrests",21.09
"Bethlehem","0900504930",2011,"10 years and over","Rate (per 10,000)","Margins of Error",2.14
"Bethlehem","0900504930",2011,"10 to 17 years","Number","Drug Arrests",1
"Bethlehem","0900504930",2011,"10 to 17 years","Rate (per 10,000)","Drug Arrests",21.74
"Bethlehem","0900504930",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",5.39
"Bethlehem","0900504930",2011,"18 to 24 years","Number","Drug Arrests",6
"Bethlehem","0900504930",2011,"18 to 24 years","Rate (per 10,000)","Drug Arrests",234.38
"Bethlehem","0900504930",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",139.33
"Bethlehem","0900504930",2011,"18 years and over","Number","Drug Arrests",6
"Bethlehem","0900504930",2011,"18 years and over","Rate (per 10,000)","Drug Arrests",20.99
"Bethlehem","0900504930",2011,"18 years and over","Rate (per 10,000)","Margins of Error",2.32
"Bethlehem","0900504930",2012,"Total","Number","Drug Arrests",0
"Bethlehem","0900504930",2012,"Total","Rate (per 10,000)","Drug Arrests",0
"Bethlehem","0900504930",2012,"Total","Rate (per 10,000)","Margins of Error",0
"Bethlehem","0900504930",2012,"10 years and over","Number","Drug Arrests",0
"Bethlehem","0900504930",2012,"10 years and over","Rate (per 10,000)","Drug Arrests",0
"Bethlehem","0900504930",2012,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Bethlehem","0900504930",2012,"10 to 17 years","Number","Drug Arrests",0
"Bethlehem","0900504930",2012,"10 to 17 years","Rate (per 10,000)","Drug Arrests",0
"Bethlehem","0900504930",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Bethlehem","0900504930",2012,"18 to 24 years","Number","Drug Arrests",0
"Bethlehem","0900504930",2012,"18 to 24 years","Rate (per 10,000)","Drug Arrests",0
"Bethlehem","0900504930",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Bethlehem","0900504930",2012,"18 years and over","Number","Drug Arrests",0
"Bethlehem","0900504930",2012,"18 years and over","Rate (per 10,000)","Drug Arrests",0
"Bethlehem","0900504930",2012,"18 years and over","Rate (per 10,000)","Margins of Error",0
"Bethlehem","0900504930",2013,"Total","Number","Drug Arrests",2
"Bethlehem","0900504930",2013,"Total","Rate (per 10,000)","Drug Arrests",5.58
"Bethlehem","0900504930",2013,"Total","Rate (per 10,000)","Margins of Error",0.03
"Bethlehem","0900504930",2013,"10 years and over","Number","Drug Arrests",2
"Bethlehem","0900504930",2013,"10 years and over","Rate (per 10,000)","Drug Arrests",6.11
"Bethlehem","0900504930",2013,"10 years and over","Rate (per 10,000)","Margins of Error",0.58
"Bethlehem","0900504930",2013,"10 to 17 years","Number","Drug Arrests",0
"Bethlehem","0900504930",2013,"10 to 17 years","Rate (per 10,000)","Drug Arrests",0
"Bethlehem","0900504930",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Bethlehem","0900504930",2013,"18 to 24 years","Number","Drug Arrests",0
"Bethlehem","0900504930",2013,"18 to 24 years","Rate (per 10,000)","Drug Arrests",0
"Bethlehem","0900504930",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Bethlehem","0900504930",2013,"18 years and over","Number","Drug Arrests",2
"Bethlehem","0900504930",2013,"18 years and over","Rate (per 10,000)","Drug Arrests",6.88
"Bethlehem","0900504930",2013,"18 years and over","Rate (per 10,000)","Margins of Error",0.7
"Bethlehem","0900504930",2014,"Total","Number","Drug Arrests",0
"Bethlehem","0900504930",2014,"Total","Rate (per 10,000)","Drug Arrests",0
"Bethlehem","0900504930",2014,"Total","Rate (per 10,000)","Margins of Error",0
"Bethlehem","0900504930",2014,"10 years and over","Number","Drug Arrests",0
"Bethlehem","0900504930",2014,"10 years and over","Rate (per 10,000)","Drug Arrests",0
"Bethlehem","0900504930",2014,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Bethlehem","0900504930",2014,"10 to 17 years","Number","Drug Arrests",0
"Bethlehem","0900504930",2014,"10 to 17 years","Rate (per 10,000)","Drug Arrests",0
"Bethlehem","0900504930",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Bethlehem","0900504930",2014,"18 to 24 years","Number","Drug Arrests",0
"Bethlehem","0900504930",2014,"18 to 24 years","Rate (per 10,000)","Drug Arrests",0
"Bethlehem","0900504930",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Bethlehem","0900504930",2014,"18 years and over","Number","Drug Arrests",0
"Bethlehem","0900504930",2014,"18 years and over","Rate (per 10,000)","Drug Arrests",0
"Bethlehem","0900504930",2014,"18 years and over","Rate (per 10,000)","Margins of Error",0
"Bethlehem","0900504930",2015,"Total","Number","Drug Arrests",1
"Bethlehem","0900504930",2015,"Total","Rate (per 10,000)","Drug Arrests",2.84
"Bethlehem","0900504930",2015,"Total","Rate (per 10,000)","Margins of Error",0.02
"Bethlehem","0900504930",2015,"10 years and over","Number","Drug Arrests",1
"Bethlehem","0900504930",2015,"10 years and over","Rate (per 10,000)","Drug Arrests",3.13
"Bethlehem","0900504930",2015,"10 years and over","Rate (per 10,000)","Margins of Error",0.27
"Bethlehem","0900504930",2015,"10 to 17 years","Number","Drug Arrests",0
"Bethlehem","0900504930",2015,"10 to 17 years","Rate (per 10,000)","Drug Arrests",0
"Bethlehem","0900504930",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Bethlehem","0900504930",2015,"18 to 24 years","Number","Drug Arrests",0
